"Player","Minutes","Apps","Starts","Subbed_On","Subbed.off","Goals","Yellows","Second_Yellows","Reds","Club","Season"
"Grady Diangana",606,17,6,11,6,0,0,0,0,"west-ham-united",2018
"Ryan Fredericks",1086,15,12,3,2,1,5,0,0,"west-ham-united",2018
"Lucas Perez",469,15,4,11,4,3,0,0,0,"west-ham-united",2018
"Andy Carroll",456,12,3,9,2,0,2,0,0,"west-ham-united",2018
"Manuel Lanzini",689,10,8,2,4,1,2,0,0,"west-ham-united",2018
"Andrey Yarmolenko",460,9,5,4,4,2,2,0,0,"west-ham-united",2018
"Jack Wilshere",389,8,4,4,1,0,2,0,0,"west-ham-united",2018
"Carlos Sanchez",240,7,2,5,0,0,0,0,0,"west-ham-united",2018
"Samir Nasri",246,5,3,2,3,0,0,0,0,"west-ham-united",2018
"Ben Johnson",63,1,1,0,1,0,0,0,0,"west-ham-united",2018
"Xande Silva",17,1,0,1,0,0,0,0,0,"west-ham-united",2018
"Adrian",0,0,0,0,0,0,0,0,0,"west-ham-united",2018
"Conor Coventry",0,0,0,0,0,0,0,0,0,"west-ham-united",2018
"Nathan Holland",0,0,0,0,0,0,0,0,0,"west-ham-united",2018
"Joe Powell",0,0,0,0,0,0,0,0,0,"west-ham-united",2018
"Winston Reid",0,0,0,0,0,0,0,0,0,"west-ham-united",2018
"Pablo Zabaleta",3291,37,37,0,2,0,9,0,0,"west-ham-united",2017
"Aaron Cresswell",3072,36,35,1,5,1,7,0,0,"west-ham-united",2017
"Cheikhou Kouyate",2802,33,32,1,5,2,5,0,0,"west-ham-united",2017
"Angelo Ogbonna",2880,32,32,0,0,1,3,0,0,"west-ham-united",2017
"Marko Arnautovic",2324,31,28,3,13,11,5,0,1,"west-ham-united",2017
"Mark Noble",2405,29,28,1,5,4,6,0,0,"west-ham-united",2017
"Javier Hernandez",1544,28,16,12,7,8,3,0,0,"west-ham-united",2017
"Manuel Lanzini",2048,27,23,4,9,5,4,0,0,"west-ham-united",2017
"Arthur Masuaku",1871,27,21,6,8,0,5,0,0,"west-ham-united",2017
"Declan Rice",1424,26,15,11,3,0,1,0,0,"west-ham-united",2017
"Michail Antonio",1358,21,16,5,8,3,1,0,0,"west-ham-united",2017
"Pedro Obiang",1564,21,18,3,4,2,3,0,0,"west-ham-united",2017
"Adrian",1710,19,19,0,0,0,2,0,0,"west-ham-united",2017
"Joe Hart",1710,19,19,0,0,0,0,0,0,"west-ham-united",2017
"Andre Ayew",891,18,9,9,5,3,2,0,0,"west-ham-united",2017
"Winston Reid",1454,17,17,0,2,0,5,0,0,"west-ham-united",2017
"Andy Carroll",746,16,7,9,3,3,5,1,0,"west-ham-united",2017
"Edimilson Fernandes",846,14,9,5,6,0,1,0,0,"west-ham-united",2017
"Diafra Sakho",294,14,0,14,0,2,2,0,0,"west-ham-united",2017
"James Collins",1049,13,12,1,1,1,3,0,0,"west-ham-united",2017
"Joao Mario",1027,13,12,1,6,2,0,0,0,"west-ham-united",2017
"Jose Fonte",690,8,8,0,2,0,0,0,0,"west-ham-united",2017
"Sam Byram",247,5,2,3,1,0,1,0,0,"west-ham-united",2017
"Patrice Evra",229,5,3,2,2,0,0,0,0,"west-ham-united",2017
"Jordan Hugill",22,3,0,3,0,0,0,0,0,"west-ham-united",2017
